"","subject","age","awar","prof","bil.dom","time","age.acq","prime","target","item","target.sta","prime.type","prime.len","target.len","prime.freq","target.freq","target.lan","response","order","RT","amb","listeng","listspa","issue","dis","accuracy","itemcode"
"13162","52",30,"no",54,17,90,10,"camilla","SNEESE","nonSNEESE","nonword","",7,6,NA,NA,"eng","0",96,1.240969658,NA,"a","d","clean","no","yes",199
"13163","52",30,"no",54,17,90,10,"cuerda","SNUIN","nonSNUIN","nonword","",6,5,NA,NA,"eng","0",54,0.879257321,NA,"a","d","clean","no","yes",200
"13164","52",30,"no",54,17,90,10,"boleto","SOURGE","nonSOURGE","nonword","",6,6,NA,NA,"eng","0",14,1.238382101,NA,"a","d","clean","no","yes",203
"13165","52",30,"no",54,17,90,10,"dibujo","SPLARCE","nonSPLARCE","nonword","",6,7,NA,NA,"eng","0",34,1.037573338,NA,"a","d","clean","no","yes",204
"13166","52",30,"no",54,17,90,10,"barrio","SPLAUNCH","nonSPLAUNCH","nonword","",6,8,NA,NA,"eng","0",106,0.967532337,NA,"a","d","clean","no","yes",205
"13167","52",30,"no",54,17,90,10,"cohete","SPLOATHE","nonSPLOATHE","nonword","",6,8,NA,NA,"eng","0",29,1.125700593,NA,"a","d","clean","no","yes",206
"13168","52",30,"no",54,17,90,10,"bebida","SPLOUNGE","nonSPLOUNGE","nonword","",6,8,NA,NA,"eng","1",92,1.471887469,NA,"a","d","clean","no","no",207
"13169","52",30,"no",54,17,90,10,"foso","SPLYNC","nonSPLYNC","nonword","",4,6,NA,NA,"eng","0",123,1.442635894,NA,"a","d","clean","no","yes",208
"13170","52",30,"no",54,17,90,10,"colina","SPRIEVE","nonSPRIEVE","nonword","",6,7,NA,NA,"eng","1",46,1.015548944,NA,"a","d","clean","no","no",209
"13171","52",30,"no",54,17,90,10,"carreta","SPRUE","nonSPRUE","nonword","",7,5,NA,NA,"eng","0",100,0.863446593,NA,"a","d","clean","no","yes",210
"13172","52",30,"no",54,17,90,10,"almacén","STATCH","nonSTATCH","nonword","",7,6,NA,NA,"eng","0",98,0.779004037,NA,"a","d","clean","no","yes",211
"13173","52",30,"no",54,17,90,10,"autobús","STRARSH","nonSTRARSH","nonword","",7,7,NA,NA,"eng","0",70,0.933413744,NA,"a","d","clean","no","yes",212
"13174","52",30,"no",54,17,90,10,"carpa","THARC","nonTHARC","nonword","",5,5,NA,NA,"eng","0",49,0.748820066,NA,"a","d","clean","no","yes",213
"13175","52",30,"no",54,17,90,10,"bañera","THRARSE","nonTHRARSE","nonword","",6,7,NA,NA,"eng","0",99,0.929807603,NA,"a","d","clean","no","yes",214
"13176","52",30,"no",54,17,90,10,"desayuno","THROURTH","nonTHROURTH","nonword","",8,8,NA,NA,"eng","0",36,1.252461314,NA,"a","d","clean","no","yes",215
"13177","52",30,"no",54,17,90,10,"techo","THRUCH","nonTHRUCH","nonword","",5,6,NA,NA,"eng","0",28,1.179213405,NA,"a","d","clean","no","yes",216
