"","subject","age","awar","prof","bil.dom","time","age.acq","prime","target","item","target.sta","prime.type","prime.len","target.len","prime.freq","target.freq","target.lan","response","order","RT","amb","listeng","listspa","issue","dis","accuracy","itemcode"
"1226","5",35,"no",58,17,54,10,"ash","BAFETE","nonBAFETE","nonword","",3,6,4.19,NA,"spa","0",72,0.891865969,NA,"b","d","clean","no","yes",110
"1227","5",35,"no",58,17,54,10,"cucumber","BARNE","nonBARNE","nonword","",8,5,3.77,NA,"spa","0",71,0.696813941,NA,"b","d","clean","no","yes",111
"1228","5",35,"no",58,17,54,10,"apple","BARVO","nonBARVO","nonword","",5,5,4.58,NA,"spa","0",98,0.693923295,NA,"b","d","clean","no","yes",112
"1229","5",35,"no",58,17,54,10,"kite","BLOQUI","nonBLOQUI","nonword","",4,6,3.89,NA,"spa","0",117,0.626602948,NA,"b","d","clean","no","yes",115
"1230","5",35,"no",58,17,54,10,"clock","BOTELLU","nonBOTELLU","nonword","",5,7,4.89,NA,"spa","0",50,0.711388886,NA,"b","d","clean","no","yes",116
"1231","5",35,"no",58,17,54,10,"bubble","BRUBA","nonBRUBA","nonword","",6,5,4.16,NA,"spa","0",68,0.72659272,NA,"b","d","clean","no","yes",118
"1232","5",35,"no",58,17,54,10,"throne","BUERNO","nonBUERNO","nonword","",6,6,4,NA,"spa","0",13,0.840705633,NA,"b","d","clean","no","yes",119
"1233","5",35,"no",58,17,54,10,"vault","BURSO","nonBURSO","nonword","",5,5,3.65,NA,"spa","0",121,0.707480609,NA,"b","d","clean","no","yes",120
"1234","5",35,"no",58,17,54,10,"laptop","CALAL","nonCALAL","nonword","",6,5,3.89,NA,"spa","0",99,0.512172997,NA,"b","d","clean","no","yes",121
"1235","5",35,"no",58,17,54,10,"troop","CARTÉN","nonCARTÉN","nonword","",5,6,3.5,NA,"spa","0",38,0.487986982,NA,"b","d","clean","no","yes",122
"1236","5",35,"no",58,17,54,10,"grid","CENPRO","nonCENPRO","nonword","",4,6,3.92,NA,"spa","0",19,0.672844648,NA,"b","d","clean","no","yes",123
"1237","5",35,"no",58,17,54,10,"armoury","CERDU","nonCERDU","nonword","",7,5,3.01,NA,"spa","0",124,0.627626061,NA,"b","d","clean","no","yes",124
"1238","5",35,"no",58,17,54,10,"muffin","CHATAL","nonCHATAL","nonword","",6,6,4,NA,"spa","0",11,0.894658506,NA,"b","d","clean","no","yes",125
"1239","5",35,"no",58,17,54,10,"storm","CHOSPA","nonCHOSPA","nonword","",5,6,4.46,NA,"spa","0",45,0.703294158,NA,"b","d","clean","no","yes",128
"1240","5",35,"no",58,17,54,10,"copper","CIELA","nonCIELA","nonword","",6,5,4.25,NA,"spa","0",61,0.762473285,NA,"b","d","clean","no","yes",129
"1241","5",35,"no",58,17,54,10,"branch","CINA","nonCINA","nonword","",6,4,4.1,NA,"spa","0",25,1.24718523,NA,"b","d","clean","no","yes",130
"1242","5",35,"no",58,17,54,10,"burden","CIRTA","nonCIRTA","nonword","",6,5,4.06,NA,"spa","0",57,0.879153848,NA,"b","d","clean","no","yes",131
"1243","5",35,"no",58,17,54,10,"cello","CLAENTE","nonCLAENTE","nonword","",5,7,3.46,NA,"spa","0",5,0.593287528,NA,"b","d","clean","no","yes",132
"1244","5",35,"no",58,17,54,10,"cruise","CLIMO","nonCLIMO","nonword","",6,5,4.09,NA,"spa","0",115,0.610968173,NA,"b","d","clean","no","yes",133
"1245","5",35,"no",58,17,54,10,"razor","COIMÁN","nonCOIMÁN","nonword","",5,6,3.69,NA,"spa","0",81,0.624653041,NA,"b","d","clean","no","yes",134
"1246","5",35,"no",58,17,54,10,"cane","COLLE","nonCOLLE","nonword","",4,5,3.75,NA,"spa","0",63,0.710845768,NA,"b","d","clean","no","yes",135
"1247","5",35,"no",58,17,54,10,"cousin","COMOTE","nonCOMOTE","nonword","",6,6,4.26,NA,"spa","0",4,0.659682393,NA,"b","d","clean","no","yes",136
"1248","5",35,"no",58,17,54,10,"kettle","CONLE","nonCONLE","nonword","",6,5,4.02,NA,"spa","0",51,0.577825963,NA,"b","d","clean","no","yes",137
"1249","5",35,"no",58,17,54,10,"portrait","CORETA","nonCORETA","nonword","",8,6,4.18,NA,"spa","0",46,0.723791659,NA,"b","d","clean","no","yes",138
"1250","5",35,"no",58,17,54,10,"mosque","CORREDAR","nonCORREDAR","nonword","",6,8,3.81,NA,"spa","0",49,1.175776124,NA,"b","d","clean","no","yes",139
"1251","5",35,"no",58,17,54,10,"oyster","CRUMA","nonCRUMA","nonword","",6,5,3.82,NA,"spa","0",102,0.742657602,NA,"b","d","clean","no","yes",142
"1252","5",35,"no",58,17,54,10,"harbour","CUADRÍ","nonCUADRÍ","nonword","",7,6,4.12,NA,"spa","0",73,0.641467154,NA,"b","d","clean","no","yes",143
"1253","5",35,"no",58,17,54,10,"blaze","CUÑAYA","nonCUÑAYA","nonword","",5,6,3.61,NA,"spa","0",60,0.751204133,NA,"b","d","clean","no","yes",144
"1254","5",35,"no",58,17,54,10,"blood","CURCEL","nonCURCEL","nonword","",5,6,4.98,NA,"spa","0",24,0.610794902,NA,"b","d","clean","no","yes",145
"1255","5",35,"no",58,17,54,10,"juice","DEODA","nonDEODA","nonword","",5,5,4.44,NA,"spa","0",96,0.611046255,NA,"b","d","clean","no","yes",146
"1256","5",35,"no",58,17,54,10,"flat","EQUIPUJE","nonEQUIPUJE","nonword","",4,8,4.99,NA,"spa","1",113,0.538750529,NA,"b","d","clean","no","no",148
"1257","5",35,"no",58,17,54,10,"shell","FABULTAD","nonFABULTAD","nonword","",5,8,4.39,NA,"spa","0",33,0.757713795,NA,"b","d","clean","no","yes",149
"1258","5",35,"no",58,17,54,10,"cinnamon","FLAR","nonFLAR","nonword","",8,4,3.78,NA,"spa","0",7,1.525933862,NA,"b","d","clean","no","yes",151
"1259","5",35,"no",58,17,54,10,"army","FOESTA","nonFOESTA","nonword","",4,6,4.91,NA,"spa","0",40,0.700804114,NA,"b","d","clean","no","yes",153
"1260","5",35,"no",58,17,54,10,"pen","GAKO","nonGAKO","nonword","",3,4,4.37,NA,"spa","0",77,0.622208238,NA,"b","d","clean","no","yes",156
"1261","5",35,"no",58,17,54,10,"knight","GANDA","nonGANDA","nonword","",6,5,4.19,NA,"spa","0",47,1.095995307,NA,"b","d","clean","no","yes",157
"1262","5",35,"no",58,17,54,10,"marble","GOTE","nonGOTE","nonword","",6,4,3.86,NA,"spa","0",80,0.579271495,NA,"b","d","clean","no","yes",159
"1263","5",35,"no",58,17,54,10,"junk","HUMI","nonHUMI","nonword","",4,4,3.97,NA,"spa","0",116,0.597918093,NA,"b","d","clean","no","yes",163
"1264","5",35,"no",58,17,54,10,"suitcase","JOSA","nonJOSA","nonword","",8,4,3.78,NA,"spa","0",122,0.972442031,NA,"b","d","clean","no","yes",165
"1265","5",35,"no",58,17,54,10,"glance","LATI","nonLATI","nonword","",6,4,3.77,NA,"spa","0",97,0.647213519,NA,"b","d","clean","no","yes",167
"1266","5",35,"no",58,17,54,10,"vacuum","LORTE","nonLORTE","nonword","",6,5,3.86,NA,"spa","0",15,0.694428027,NA,"b","d","clean","no","yes",168
"1267","5",35,"no",58,17,54,10,"stone","MASTILLO","nonMASTILLO","nonword","",5,8,4.84,NA,"spa","1",36,0.450806379,NA,"b","d","clean","no","no",169
"1268","5",35,"no",58,17,54,10,"stove","MASURA","nonMASURA","nonword","",5,6,3.67,NA,"spa","0",26,0.743515193,NA,"b","d","clean","no","yes",170
"1269","5",35,"no",58,17,54,10,"dish","MEREAL","nonMEREAL","nonword","",4,6,4.94,NA,"spa","0",104,0.731178105,NA,"b","d","clean","no","yes",171
"1270","5",35,"no",58,17,54,10,"cape","MURTILLO","nonMURTILLO","nonword","",4,8,3.95,NA,"spa","0",20,0.83815676,NA,"b","d","clean","no","yes",172
"1271","5",35,"no",58,17,54,10,"fork","OSU","nonOSU","nonword","",4,3,3.97,NA,"spa","0",66,0.74375838,NA,"b","d","clean","no","yes",173
"1272","5",35,"no",58,17,54,10,"saviour","PAFA","nonPAFA","nonword","",7,4,3.63,NA,"spa","0",67,0.811360359,NA,"b","d","clean","no","yes",174
"1273","5",35,"no",58,17,54,10,"weapon","PATU","nonPATU","nonword","",6,4,4.29,NA,"spa","0",56,0.594638348,NA,"b","d","clean","no","yes",175
"1274","5",35,"no",58,17,54,10,"survey","SOPE","nonSOPE","nonword","",6,4,4.28,NA,"spa","0",54,0.61228615,NA,"b","d","clean","no","yes",201
"1275","5",35,"no",58,17,54,10,"teenager","SOPU","nonSOPU","nonword","",8,4,4.2,NA,"spa","0",108,0.627024055,NA,"b","d","clean","no","yes",202
"1276","5",35,"no",58,17,54,10,"signal","TOLSA","nonTOLSA","nonword","",6,5,4.25,NA,"spa","0",112,0.758291543,NA,"b","d","clean","no","yes",218
"1277","5",35,"no",58,17,54,10,"mortgage","VATO","nonVATO","nonword","",8,4,4.21,NA,"spa","0",2,1.225805283,NA,"b","d","clean","no","yes",222
"1278","5",35,"no",58,17,54,10,"mall","VOLOR","nonVOLOR","nonword","",4,5,3.7,NA,"spa","0",32,0.82665509,NA,"b","d","clean","no","yes",223
"1279","5",35,"no",58,17,54,10,"river","VUENTA","nonVUENTA","nonword","",5,6,4.93,NA,"spa","0",126,0.59272176,NA,"b","d","clean","no","yes",224
"1280","5",35,"no",58,17,54,10,"wheel","YARGA","nonYARGA","nonword","",5,5,4.51,NA,"spa","0",92,0.653364778,NA,"b","d","clean","no","yes",228
"1281","6",27,"no",47,9,72,7,"cangrejo","BASKET","conBASKET","word","control",8,6,3.99,4.16,"eng","1",118,0.555550516,1,"b","c","as","no","yes",11
"1282","6",27,"no",47,9,72,7,"cepillo","BLANKET","conBLANKET","word","control",7,7,3.98,3.93,"eng","1",80,0.573103607,0,"b","c","clean","no","yes",12
"1283","6",27,"no",47,9,72,7,"teclado","BRUSH","conBRUSH","word","control",7,5,3.32,4.29,"eng","1",35,0.557142854,1,"b","c","com","no","yes",15
"1285","6",27,"no",47,9,72,7,"moneda","CLOWN","conCLOWN","word","control",6,5,3.46,3.9,"eng","1",4,0.510823071,0,"b","c","clean","no","yes",29
"1286","6",27,"no",47,9,72,7,"herida","COIN","conCOIN","word","control",6,4,3.5,4.05,"eng","1",34,0.528022826,0,"b","c","clean","no","yes",30
"1289","6",27,"no",47,9,72,7,"manta","CRAB","conCRAB","word","control",5,4,3.41,4.21,"eng","1",122,0.775951266,0,"b","c","clean","no","yes",34
"1290","6",27,"no",47,9,72,7,"deberes","DOUGH","conDOUGH","word","control",7,5,4.01,4.05,"eng","1",81,0.690549195,1,"b","c","as","no","yes",38
"1291","6",27,"no",47,9,72,7,"bandera","DWARF","conDWARF","word","control",7,5,4.18,3.59,"eng","1",97,0.727202415,0,"b","c","clean","no","yes",40
"1292","6",27,"no",47,9,72,7,"enano","FLAG","conFLAG","word","control",5,4,3.99,4.42,"eng","1",68,0.621226072,0,"b","c","clean","no","yes",46
"1293","6",27,"no",47,9,72,7,"maíz","FOLDER","conFOLDER","word","control",4,6,3.45,2.94,"eng","1",2,0.609201312,0,"b","c","clean","no","yes",48
"1294","6",27,"no",47,9,72,7,"escudo","GRAPE","conGRAPE","word","control",6,5,4.01,3.54,"eng","1",121,0.660637319,0,"b","c","clean","no","yes",53
"1296","6",27,"no",47,9,72,7,"ascensor","HAZELNUT","conHAZELNUT","word","control",8,8,4.3,3.17,"eng","1",94,0.568413258,1,"b","c","ae","no","yes",56
"1297","6",27,"no",47,9,72,7,"avellana","HOMEWORK","conHOMEWORK","word","control",8,8,2.72,4.09,"eng","1",1,0.596734524,1,"b","c","as","no","yes",58
"1299","6",27,"no",47,9,72,7,"uva","KEYBOARD","conKEYBOARD","word","control",3,8,3.34,3.64,"eng","1",79,0.5904634,1,"b","c","com","no","yes",60
"1300","6",27,"no",47,9,72,7,"masa","LIFT","conLIFT","word","control",4,4,3.45,4.75,"eng","1",111,0.67751199,1,"b","c","ae","no","yes",63
"1303","6",27,"no",47,9,72,7,"cesta","PENCIL","conPENCIL","word","control",5,6,3.57,3.98,"eng","1",103,0.537645459,1,"b","c","as","no","yes",74
"1306","6",27,"no",47,9,72,7,"carpeta","SCAR","conSCAR","word","control",7,4,3.64,3.6,"eng","1",107,0.542966008,0,"b","c","clean","no","yes",78
"1307","6",27,"no",47,9,72,7,"anillo","SHIELD","conSHIELD","word","control",6,6,4.78,3.8,"eng","1",31,0.82845217,1,"b","c","as","no","yes",81
"1309","6",27,"no",47,9,72,7,"lápiz","STEEL","conSTEEL","word","control",5,5,3.45,4.42,"eng","1",30,0.527798831,0,"b","c","clean","no","yes",85
"1310","6",27,"no",47,9,72,7,"cicatriz","TRAY","conTRAY","word","control",8,4,4.03,4.15,"eng","1",96,0.678343952,0,"b","c","clean","no","yes",91
"1311","6",27,"no",47,9,72,7,"payaso","WALLET","conWALLET","word","control",6,6,3.47,3.81,"eng","1",36,0.58875078,0,"b","c","clean","no","yes",96
"1312","6",27,"no",47,9,72,7,"galleta","WOUND","conWOUND","word","control",7,5,3.43,4.1,"eng","1",55,0.740552008,1,"b","c","ae","no","yes",100
"1314","6",27,"no",47,9,72,7,"flecha","ARROW","relARROW","word","related",6,5,3.39,3.78,"eng","1",76,0.509988487,0,"b","c","clean","no","yes",233
"1315","6",27,"no",47,9,72,7,"hacha","AXE","relAXE","word","related",5,3,3.4,3.85,"eng","1",73,0.605559289,0,"b","c","clean","no","yes",236
"1317","6",27,"no",47,9,72,7,"freno","BRAKE","relBRAKE","word","related",5,5,3.38,3.84,"eng","1",17,0.77625376,0,"b","c","clean","no","yes",242
"1320","6",27,"no",47,9,72,7,"vela","CANDLE","relCANDLE","word","related",4,6,3.42,3.79,"eng","1",74,0.511448979,0,"b","c","clean","no","yes",245
"1322","6",27,"no",47,9,72,7,"cereza","CHERRY","relCHERRY","word","related",6,6,3.68,4.23,"eng","1",123,0.540122271,0,"b","c","clean","no","yes",255
"1323","6",27,"no",47,9,72,7,"algodón","COTTON","relCOTTON","word","related",7,6,3.94,4.1,"eng","1",90,0.60201925,0,"b","c","clean","no","yes",261
"1325","6",27,"no",47,9,72,7,"edredón","DUVET","relDUVET","word","related",7,5,3.13,3.39,"eng","1",51,0.640014768,0,"b","c","clean","no","yes",267
"1326","6",27,"no",47,9,72,7,"tela","FABRIC","relFABRIC","word","related",4,6,3.41,3.97,"eng","1",109,0.674547911,0,"b","c","clean","no","yes",273
"1327","6",27,"no",47,9,72,7,"bosque","FOREST","relFOREST","word","related",6,6,4.73,4.67,"eng","1",60,0.505250752,0,"b","c","clean","no","yes",277
"1328","6",27,"no",47,9,72,7,"abuelo","GRANDPA","relGRANDPA","word","related",6,7,4.9,4.21,"eng","1",43,0.539619625,1,"b","c","com","no","yes",280
"1329","6",27,"no",47,9,72,7,"tinta","INK","relINK","word","related",5,3,3.4,3.89,"eng","1",126,0.658588886,0,"b","c","clean","no","yes",287
"1330","6",27,"no",47,9,72,7,"cuchillo","KNIFE","relKNIFE","word","related",8,5,4.62,4.49,"eng","1",115,0.527140081,0,"b","c","clean","no","yes",289
"1332","6",27,"no",47,9,72,7,"camión","LORRY","relLORRY","word","related",6,5,4.8,4.07,"eng","1",29,0.543156266,1,"b","c","ae","no","yes",292
"1333","6",27,"no",47,9,72,7,"sobrino","NEPHEW","relNEPHEW","word","related",7,6,3.47,3.81,"eng","1",50,0.586100757,0,"b","c","clean","no","yes",297
"1334","6",27,"no",47,9,72,7,"regla","RULER","relRULER","word","related",5,5,3.5,3.63,"eng","1",54,0.609065235,0,"b","c","clean","no","yes",305
"1335","6",27,"no",47,9,72,7,"tijeras","SCISSORS","relSCISSORS","word","related",7,8,3.39,3.92,"eng","1",120,0.555102527,0,"b","c","clean","no","yes",307
"1336","6",27,"no",47,9,72,7,"seda","SILK","relSILK","word","related",4,4,3.41,4,"eng","1",48,0.625729144,0,"b","c","clean","no","yes",310
"1338","6",27,"no",47,9,72,7,"cuchara","SPOON","relSPOON","word","related",7,5,3.85,4.29,"eng","1",72,0.626403689,0,"b","c","clean","no","yes",312
"1339","6",27,"no",47,9,72,7,"espada","SWORD","relSWORD","word","related",6,5,3.49,4.09,"eng","1",75,0.488363743,0,"b","c","clean","no","yes",314
"1340","6",27,"no",47,9,72,7,"paraguas","UMBRELLA","relUMBRELLA","word","related",8,8,3.34,3.89,"eng","1",25,0.537322462,0,"b","c","clean","no","yes",321
"1341","6",27,"no",47,9,72,7,"nuez","WALNUT","relWALNUT","word","related",4,6,3.37,3.73,"eng","1",61,0.541041732,0,"b","c","clean","no","yes",325
"1343","6",27,"no",47,9,72,7,"trigo","WHEAT","relWHEAT","word","related",5,5,3.37,3.95,"eng","1",59,0.55674392,0,"b","c","clean","no","yes",326
"1344","6",27,"no",47,9,72,7,"gusano","WORM","relWORM","word","related",6,4,3.42,3.84,"eng","1",65,0.524493873,0,"b","c","clean","no","yes",327
"1345","6",27,"no",47,9,72,7,"desierto","BLOGUE","nonBLOGUE","nonword","",8,6,4.49,NA,"eng","0",23,1.226142406,NA,"b","c","clean","no","yes",113
"1346","6",27,"no",47,9,72,7,"capilla","BLOOTHE","nonBLOOTHE","nonword","",7,7,3.86,NA,"eng","0",70,0.842689216,NA,"b","c","clean","no","yes",114
"1347","6",27,"no",47,9,72,7,"capítulo","BROMB","nonBROMB","nonword","",8,5,4.39,NA,"eng","0",91,0.773059309,NA,"b","c","clean","no","yes",117
"1348","6",27,"no",47,9,72,7,"avena","CHAUTCH","nonCHAUTCH","nonword","",5,7,3.61,NA,"eng","0",7,0.70637089,NA,"b","c","clean","no","yes",126
"1349","6",27,"no",47,9,72,7,"ajedrez","CHEUTH","nonCHEUTH","nonword","",7,6,3.99,NA,"eng","0",26,0.625914693,NA,"b","c","clean","no","yes",127
"1350","6",27,"no",47,9,72,7,"batería","CROOSH","nonCROOSH","nonword","",7,6,4.25,NA,"eng","0",10,0.64094919,NA,"b","c","clean","no","yes",140
"1351","6",27,"no",47,9,72,7,"cajón","CRUGE","nonCRUGE","nonword","",5,5,4.17,NA,"eng","0",46,0.639740884,NA,"b","c","clean","no","yes",141
"1352","6",27,"no",47,9,72,7,"frasco","DRURCH","nonDRURCH","nonword","",6,6,3.34,NA,"eng","0",128,0.626361012,NA,"b","c","clean","no","yes",147
"1353","6",27,"no",47,9,72,7,"árbol","FILK","nonFILK","nonword","",5,4,4.72,NA,"eng","1",108,0.522460818,NA,"b","c","clean","no","no",150
"1354","6",27,"no",47,9,72,7,"aceite","FLIS","nonFLIS","nonword","",6,4,4.26,NA,"eng","1",15,0.958424747,NA,"b","c","clean","no","no",152
"1355","6",27,"no",47,9,72,7,"callejón","FRAS","nonFRAS","nonword","",8,4,4.19,NA,"eng","0",16,0.694696426,NA,"b","c","clean","no","yes",154
"1356","6",27,"no",47,9,72,7,"código","FREIGTHTH","nonFREIGTHTH","nonword","",6,9,4.8,NA,"eng","0",87,0.974130332,NA,"b","c","clean","no","yes",155
"1357","6",27,"no",47,9,72,7,"colchón","GNERF","nonGNERF","nonword","",7,5,3.84,NA,"eng","0",85,0.623337626,NA,"b","c","clean","no","yes",158
"1358","6",27,"no",47,9,72,7,"calabaza","GRAITH","nonGRAITH","nonword","",8,6,3.87,NA,"eng","0",6,0.708825886,NA,"b","c","clean","no","yes",160
"1359","6",27,"no",47,9,72,7,"desfile","GUBE","nonGUBE","nonword","",7,4,4.1,NA,"eng","0",12,0.810319304,NA,"b","c","clean","no","yes",161
"1360","6",27,"no",47,9,72,7,"borde","GUELCH","nonGUELCH","nonword","",5,6,4.23,NA,"eng","0",53,0.557754695,NA,"b","c","clean","no","yes",162
"1361","6",27,"no",47,9,72,7,"cuadro","JIEF","nonJIEF","nonword","",6,4,4.31,NA,"eng","0",67,0.610004306,NA,"b","c","clean","no","yes",164
"1362","6",27,"no",47,9,72,7,"comité","KNAFE","nonKNAFE","nonword","",6,5,4.41,NA,"eng","0",21,0.891639411,NA,"b","c","clean","no","yes",166
"1363","6",27,"no",47,9,72,7,"leche","PHEAP","nonPHEAP","nonword","",5,5,3.52,NA,"eng","0",124,0.647762179,NA,"b","c","clean","no","yes",176
"1364","6",27,"no",47,9,72,7,"carro","PHRAGUE","nonPHRAGUE","nonword","",5,7,4.25,NA,"eng","0",84,0.620812237,NA,"b","c","clean","no","yes",177
"1365","6",27,"no",47,9,72,7,"baúl","PHREIN","nonPHREIN","nonword","",4,6,3.99,NA,"eng","0",42,0.62191087,NA,"b","c","clean","no","yes",178
"1366","6",27,"no",47,9,72,7,"proa","PHRELF","nonPHRELF","nonword","",4,6,3.32,NA,"eng","0",11,0.721468031,NA,"b","c","clean","no","yes",179
"1367","6",27,"no",47,9,72,7,"chivo","PHRIP","nonPHRIP","nonword","",5,5,3.61,NA,"eng","0",40,0.788410366,NA,"b","c","clean","no","yes",180
"1368","6",27,"no",47,9,72,7,"cobre","PHUIFF","nonPHUIFF","nonword","",5,6,3.6,NA,"eng","0",89,0.675223351,NA,"b","c","clean","no","yes",181
"1369","6",27,"no",47,9,72,7,"cemento","PLAC","nonPLAC","nonword","",7,4,3.69,NA,"eng","0",52,0.674862385,NA,"b","c","clean","no","yes",182
"1370","6",27,"no",47,9,72,7,"celda","PLEG","nonPLEG","nonword","",5,4,4.48,NA,"eng","0",100,0.857674599,NA,"b","c","clean","no","yes",183
"1371","6",27,"no",47,9,72,7,"cola","ROUNT","nonROUNT","nonword","",4,5,4.49,NA,"eng","0",32,0.705401063,NA,"b","c","clean","no","yes",184
"1372","6",27,"no",47,9,72,7,"cabaña","SAZZ","nonSAZZ","nonword","",6,4,4.26,NA,"eng","0",105,0.623911083,NA,"b","c","clean","no","yes",185
"1373","6",27,"no",47,9,72,7,"cable","SCRAC","nonSCRAC","nonword","",5,5,4.48,NA,"eng","1",112,0.842016757,NA,"b","c","clean","no","no",186
"1374","6",27,"no",47,9,72,7,"cuna","SCREATHE","nonSCREATHE","nonword","",4,8,3.96,NA,"eng","0",14,0.784810126,NA,"b","c","clean","no","yes",187
"1375","6",27,"no",47,9,72,7,"disco","SCRINCH","nonSCRINCH","nonword","",5,7,3.52,NA,"eng","0",119,0.793184757,NA,"b","c","clean","no","yes",188
"1376","6",27,"no",47,9,72,7,"viña","SCROOTHE","nonSCROOTHE","nonword","",4,8,3.11,NA,"eng","0",44,0.938181937,NA,"b","c","clean","no","yes",189
"1377","6",27,"no",47,9,72,7,"almuerzo","SCRORQUE","nonSCRORQUE","nonword","",8,8,4.71,NA,"eng","0",95,0.670202732,NA,"b","c","clean","no","yes",190
"1378","6",27,"no",47,9,72,7,"bóveda","SCROURGE","nonSCROURGE","nonword","",6,8,4.05,NA,"eng","0",64,0.657710791,NA,"b","c","clean","no","yes",191
"1379","6",27,"no",47,9,72,7,"castillo","SCROUTE","nonSCROUTE","nonword","",8,7,4.33,NA,"eng","0",106,0.68768245,NA,"b","c","clean","no","yes",192
"1380","6",27,"no",47,9,72,7,"almohada","SHRUICK","nonSHRUICK","nonword","",8,7,4.07,NA,"eng","0",49,0.673677921,NA,"b","c","clean","no","yes",193
"1381","6",27,"no",47,9,72,7,"cuartel","SHRUISE","nonSHRUISE","nonword","",7,7,4.06,NA,"eng","0",101,0.705902815,NA,"b","c","clean","no","yes",194
"1382","6",27,"no",47,9,72,7,"raíl","SKAUGTH","nonSKAUGTH","nonword","",4,7,3.09,NA,"eng","0",77,0.722483516,NA,"b","c","clean","no","yes",195
"1383","6",27,"no",47,9,72,7,"botella","SKEIGH","nonSKEIGH","nonword","",7,6,4.63,NA,"eng","0",66,0.63980484,NA,"b","c","clean","no","yes",196
"1384","6",27,"no",47,9,72,7,"cerveza","SLAWN","nonSLAWN","nonword","",7,5,4.9,NA,"eng","0",78,0.834098279,NA,"b","c","clean","no","yes",197
"1385","6",27,"no",47,9,72,7,"diana","SMOUNT","nonSMOUNT","nonword","",5,6,4.27,NA,"eng","0",98,0.918669641,NA,"b","c","clean","no","yes",198
"1386","6",27,"no",47,9,72,7,"camilla","SNEESE","nonSNEESE","nonword","",7,6,3.88,NA,"eng","0",63,0.703120947,NA,"b","c","clean","no","yes",199
"1387","6",27,"no",47,9,72,7,"cuerda","SNUIN","nonSNUIN","nonword","",6,5,4.37,NA,"eng","0",99,0.624192238,NA,"b","c","clean","no","yes",200
"1388","6",27,"no",47,9,72,7,"boleto","SOURGE","nonSOURGE","nonword","",6,6,4.33,NA,"eng","0",117,0.769256413,NA,"b","c","clean","no","yes",203
"1389","6",27,"no",47,9,72,7,"dibujo","SPLARCE","nonSPLARCE","nonword","",6,7,4.14,NA,"eng","0",92,0.723524153,NA,"b","c","clean","no","yes",204
"1390","6",27,"no",47,9,72,7,"barrio","SPLAUNCH","nonSPLAUNCH","nonword","",6,8,4.58,NA,"eng","0",83,0.786891878,NA,"b","c","clean","no","yes",205
"1391","6",27,"no",47,9,72,7,"cohete","SPLOATHE","nonSPLOATHE","nonword","",6,8,4.03,NA,"eng","0",27,0.701717198,NA,"b","c","clean","no","yes",206
"1392","6",27,"no",47,9,72,7,"bebida","SPLOUNGE","nonSPLOUNGE","nonword","",6,8,4.45,NA,"eng","1",5,0.805157065,NA,"b","c","clean","no","no",207
"1393","6",27,"no",47,9,72,7,"foso","SPLYNC","nonSPLYNC","nonword","",4,6,3.31,NA,"eng","0",82,0.671476364,NA,"b","c","clean","no","yes",208
"1394","6",27,"no",47,9,72,7,"colina","SPRIEVE","nonSPRIEVE","nonword","",6,7,4.18,NA,"eng","0",110,0.690103769,NA,"b","c","clean","no","yes",209
"1395","6",27,"no",47,9,72,7,"carreta","SPRUE","nonSPRUE","nonword","",7,5,3.65,NA,"eng","0",38,0.610395133,NA,"b","c","clean","no","yes",210
"1396","6",27,"no",47,9,72,7,"almacén","STATCH","nonSTATCH","nonword","",7,6,4.19,NA,"eng","0",45,0.804788828,NA,"b","c","clean","no","yes",211
"1397","6",27,"no",47,9,72,7,"autobús","STRARSH","nonSTRARSH","nonword","",7,7,4.84,NA,"eng","1",47,0.861572623,NA,"b","c","clean","no","no",212
"1398","6",27,"no",47,9,72,7,"carpa","THARC","nonTHARC","nonword","",5,5,3.73,NA,"eng","0",41,0.5752092,NA,"b","c","clean","no","yes",213
"1399","6",27,"no",47,9,72,7,"bañera","THRARSE","nonTHRARSE","nonword","",6,7,4.01,NA,"eng","0",9,0.710227072,NA,"b","c","clean","no","yes",214
"1400","6",27,"no",47,9,72,7,"desayuno","THROURTH","nonTHROURTH","nonword","",8,8,4.63,NA,"eng","1",86,0.879642844,NA,"b","c","clean","no","no",215
"1401","6",27,"no",47,9,72,7,"techo","THRUCH","nonTHRUCH","nonword","",5,6,3.51,NA,"eng","0",13,0.820358336,NA,"b","c","clean","no","yes",216
"1402","6",27,"no",47,9,72,7,"cera","THWOCHE","nonTHWOCHE","nonword","",4,7,3.81,NA,"eng","0",71,0.621509373,NA,"b","c","clean","no","yes",217
"1403","6",27,"no",47,9,72,7,"queso","TRUBE","nonTRUBE","nonword","",5,5,3.52,NA,"eng","0",114,0.750869632,NA,"b","c","clean","no","yes",219
"1404","6",27,"no",47,9,72,7,"canasta","TWOURSE","nonTWOURSE","nonword","",7,7,3.97,NA,"eng","0",58,0.737168968,NA,"b","c","clean","no","yes",220
"1405","6",27,"no",47,9,72,7,"carrito","VARGUE","nonVARGUE","nonword","",7,6,3.69,NA,"eng","0",37,1.072820067,NA,"b","c","clean","no","yes",221
"1406","6",27,"no",47,9,72,7,"olivo","WEALT","nonWEALT","nonword","",5,5,3.07,NA,"eng","0",39,0.873332441,NA,"b","c","clean","no","yes",225
"1407","6",27,"no",47,9,72,7,"correo","WRIRQUE","nonWRIRQUE","nonword","",6,7,4.63,NA,"eng","0",127,0.674473226,NA,"b","c","clean","no","yes",226
